name	item	drop_rate	action	rank					
Barroth	Barroth Scalp	33	Capture	Low Rank					
Barroth	Barroth Ridge	27	Capture	Low Rank					
Barroth	Barroth Tail	25	Capture	Low Rank					
Barroth	Fertile Mud	10	Capture	Low Rank					
Barroth	Barroth Shell	5	Capture	Low Rank					
Barroth	Barroth Carapace	25	Capture	High Rank					
Barroth	Barroth Ridge+	25	Capture	High Rank					
Barroth	Barroth Scalp	18	Capture	High Rank					
Barroth	Barroth Tail	14	Capture	High Rank					
Barroth	Fertile Mud	10	Capture	High Rank					
Barroth	Barroth Ridge	5	Capture	High Rank					
Barroth	Wyvern Stone	3	Capture	High Rank					
Barroth	Barroth Crown	28	Capture	G Rank					
Barroth	Barroth Chine	25	Capture	G Rank					
Barroth	Barroth Lash	24	Capture	G Rank					
Barroth	Barroth Cortex	10	Capture	G Rank					
Barroth	Fertile Mud	10	Capture	G Rank					
Barroth	Lrg Wyvern Stone	3	Capture	G Rank					
Barroth	Barroth Claw	65	Break Part - Front Legs	Low Rank					
Barroth	Barroth Shell	35	Break Part - Front Legs	Low Rank					
Barroth	Barroth Claw	77	Break Part - Front Legs	High Rank					
Barroth	Barroth Carapace	23	Break Part - Front Legs	High Rank					
Barroth	Barroth Talon	62	Break Part - Front Legs	G Rank					
Barroth	Barroth Cortex	23	Break Part - Front Legs	G Rank					
Barroth	Barroth Claw	15	Break Part - Front Legs	G Rank					
Barroth	Barroth Ridge+	25	Free Hunt	High Rank					
Barroth	Barroth Carapace	24	Free Hunt	High Rank					
Barroth	Barroth Scalp	20	Free Hunt	High Rank					
Barroth	Barroth Tail	12	Free Hunt	High Rank					
Barroth	Fertile Mud	10	Free Hunt	High Rank					
Barroth	Barroth Ridge	5	Free Hunt	High Rank					
Barroth	Wyvern Stone	4	Free Hunt	High Rank					
Barroth	Barroth Lash	28	Free Hunt	G Rank					
Barroth	Barroth Chine	25	Free Hunt	G Rank					
Barroth	Barroth Crown	25	Free Hunt	G Rank					
Barroth	Fertile Mud	8	Free Hunt	G Rank					
Barroth	Barroth Ridge+	5	Free Hunt	G Rank					
Barroth	Barroth Cortex	5	Free Hunt	G Rank					
Barroth	Lrg Wyvern Stone	4	Free Hunt	G Rank					
Jade Barroth	J.Barr Carapace	47	Body Carve	High Rank					
Jade Barroth	J.Barroth Ridge+	32	Body Carve	High Rank					
Jade Barroth	J.Barroth Claw	11	Body Carve	High Rank					
Jade Barroth	J.Barroth Scalp	10	Body Carve	High Rank					
Jade Barroth	J.Barroth Cortex	47	Body Carve	G Rank					
Jade Barroth	J.Barroth Chine	32	Body Carve	G Rank					
Jade Barroth	J.Barroth Talon	11	Body Carve	G Rank					
Jade Barroth	J.Barroth Crown	10	Body Carve	G Rank					
Jade Barroth	J.Barroth Scalp	80	Head Carve	High Rank					
Jade Barroth	J.Barroth Ridge+	17	Head Carve	High Rank					
Jade Barroth	Wyvern Stone	3	Head Carve	High Rank					
Jade Barroth	J.Barroth Crown	75	Head Carve	G Rank					
Jade Barroth	J.Barroth Chine	25	Head Carve	G Rank					
Jade Barroth	J.Barroth Tail	70	Tail Carve	High Rank					
Jade Barroth	J.Barroth Ridge+	27	Tail Carve	High Rank					
Jade Barroth	Wyvern Stone	3	Tail Carve	High Rank					
Jade Barroth	J.Barroth Lash	72	Tail Carve	G Rank					
Jade Barroth	J.Barroth Chine	25	Tail Carve	G Rank					
Jade Barroth	Lrg Wyvern Stone	3	Tail Carve	G Rank					
Jade Barroth	Wyvern Tear	45	Tear	High Rank					
Jade Barroth	Lrg Wyvern Tear	30	Tear	High Rank					
Jade Barroth	Frozen Glob	15	Tear	High Rank					
Jade Barroth	J.Barroth Ridge+	10	Tear	High Rank					
Jade Barroth	Lrg Wyvern Tear	50	Tear	G Rank					
Jade Barroth	Wyvern Tear	25	Tear	G Rank					
Jade Barroth	J.Barroth Chine	15	Tear	G Rank					
Jade Barroth	Frozen Glob	10	Tear	G Rank					
Jade Barroth	J.Barroth Scalp	30	Capture	High Rank					
Jade Barroth	J.Barroth Ridge+	27	Capture	High Rank					
Jade Barroth	J.Barroth Tail	25	Capture	High Rank					
Jade Barroth	Frozen Glob	10	Capture	High Rank					
Jade Barroth	J.Barr Carapace	5	Capture	High Rank					
Jade Barroth	Wyvern Stone	3	Capture	High Rank					
Jade Barroth	J.Barroth Chine	27	Capture	G Rank					
Jade Barroth	J.Barroth Crown	26	Capture	G Rank					
Jade Barroth	J.Barroth Lash	24	Capture	G Rank					
Jade Barroth	Frozen Glob	10	Capture	G Rank					
Jade Barroth	J.Barroth Cortex	9	Capture	G Rank					
Jade Barroth	Lrg Wyvern Stone	4	Capture	G Rank					
Jade Barroth	J.Barroth Claw	65	Break Part - Front Legs	High Rank					
Jade Barroth	J.Barr Carapace	35	Break Part - Front Legs	High Rank					
Jade Barroth	J.Barroth Talon	65	Break Part - Front Legs	G Rank					
Jade Barroth	J.Barroth Cortex	35	Break Part - Front Legs	G Rank					
Jade Barroth	J.Barroth Scalp	30	Free Hunt	High Rank					
Jade Barroth	J.Barroth Ridge+	27	Free Hunt	High Rank					
Jade Barroth	J.Barroth Tail	24	Free Hunt	High Rank					
Jade Barroth	Frozen Glob	10	Free Hunt	High Rank					
Jade Barroth	J.Barr Carapace	5	Free Hunt	High Rank					
Jade Barroth	Wyvern Stone	4	Free Hunt	High Rank					
Jade Barroth	J.Barroth Crown	26	Free Hunt	G Rank					
Jade Barroth	J.Barroth Chine	25	Free Hunt	G Rank					
Jade Barroth	J.Barroth Lash	25	Free Hunt	G Rank					
Jade Barroth	Frozen Glob	10	Free Hunt	G Rank					
Jade Barroth	J.Barroth Cortex	9	Free Hunt	G Rank					
Jade Barroth	Lrg Wyvern Stone	5	Free Hunt	G Rank					
Brachydios	Brach Carapace	42	Body Carve	High Rank					
Brachydios	Brach Ebonshell	31	Body Carve	High Rank					
Brachydios	Mystery Slime	19	Body Carve	High Rank					
Brachydios	Brach Scalp	6	Body Carve	High Rank					
Brachydios	Brachydios Gem	2	Body Carve	High Rank					
Brachydios	Brach Cortex	40	Body Carve	G Rank					
Brachydios	Brach Ebonshell+	30	Body Carve	G Rank					
Brachydios	Glowing Slime 	19	Body Carve	G Rank					
Brachydios	Brach Scalp+	6	Body Carve	G Rank					
Brachydios	Brachydios Gem	3	Body Carve	G Rank					
Brachydios	Brach Pallium	2	Body Carve	G Rank					
Brachydios	Brachydios Tail	74	Tail Carve	High Rank					
Brachydios	Brach Ebonshell	24	Tail Carve	High Rank					
Brachydios	Brachydios Gem	2	Tail Carve	High Rank					
Brachydios	Brachydios Tail	71	Tail Carve	G Rank					
Brachydios	Brach Ebonshell+	24	Tail Carve	G Rank					
Brachydios	Brachydios Gem	3	Tail Carve	G Rank					
Brachydios	Brach Pallium	2	Tail Carve	G Rank					
Brachydios	Wyvern Tear	38	Tear	High Rank					
Brachydios	Lrg Wyvern Tear	37	Tear	High Rank					
Brachydios	Mystery Slime	24	Tear	High Rank					
Brachydios	Brachydios Gem	1	Tear	High Rank					
Brachydios	Lrg Wyvern Tear	50	Tear	G Rank					
Brachydios	Wyvern Tear	25	Tear	G Rank					
Brachydios	Glowing Slime 	22	Tear	G Rank					
Brachydios	Brachydios Gem	2	Tear	G Rank					
Brachydios	Brach Pallium	1	Tear	G Rank					
Brachydios	Brach Carapace	30	Capture	High Rank					
Brachydios	Brach Ebonshell	30	Capture	High Rank					
Brachydios	Brach Pounder	20	Capture	High Rank					
Brachydios	Brachydios Tail	10	Capture	High Rank					
Brachydios	Mystery Slime	8	Capture	High Rank					
Brachydios	Brachydios Gem	2	Capture	High Rank					
Brachydios	Brach Ebonshell+	30	Capture	G Rank					
Brachydios	Brach Cortex	27	Capture	G Rank					
Brachydios	Brach Pounder+	20	Capture	G Rank					
Brachydios	Brachydios Tail	10	Capture	G Rank					
Brachydios	Glowing Slime 	8	Capture	G Rank					
Brachydios	Brachydios Gem	3	Capture	G Rank					
Brachydios	Brach Pallium	2	Capture	G Rank					
Brachydios	Brach Scalp	76	Break Part - Head	High Rank					
Brachydios	Brach Carapace	24	Break Part - Head	High Rank					
Brachydios	Brach Scalp+	74	Break Part - Head	G Rank					
Brachydios	Brach Cortex	16	Break Part - Head	G Rank					
Brachydios	Brach Scalp	10	Break Part - Head	G Rank					
Brachydios	Brach Pounder	59	Break Part - Front Legs	High Rank					
Brachydios	Mystery Slime	27	Break Part - Front Legs	High Rank					
Brachydios	Brach Ebonshell	14	Break Part - Front Legs	High Rank					
Brachydios	Brach Pounder+	59	Break Part - Front Legs	G Rank					
Brachydios	Glowing Slime 	17	Break Part - Front Legs	G Rank					
Brachydios	Brach Ebonshell+	14	Break Part - Front Legs	G Rank					
Brachydios	Brach Pounder	10	Break Part - Front Legs	G Rank					
Brachydios	Brach Cortex	29	Free Hunt	G Rank					
Brachydios	Glowing Slime 	21	Free Hunt	G Rank					
Brachydios	Brach Ebonshell+	20	Free Hunt	G Rank					
Brachydios	Brachydios Tail	12	Free Hunt	G Rank					
Brachydios	Brach Scalp+	10	Free Hunt	G Rank					
Brachydios	Brachydios Gem	5	Free Hunt	G Rank					
Brachydios	Brach Pallium	3	Free Hunt	G Rank					
Ceadeus	Ceadeus Scale	47	Body Carve	Low Rank					
Ceadeus	Ceadeus Hide	36	Body Carve	Low Rank					
Ceadeus	Luminous Organ	15	Body Carve	Low Rank					
Ceadeus	Deep Dragongem	2	Body Carve	Low Rank					
Ceadeus	Crooked Horn	53	Horn Carve	Low Rank					
Ceadeus	Ceadeus Scale	30	Horn Carve	Low Rank					
Ceadeus	Ceadeus Hide	17	Horn Carve	Low Rank					
Ceadeus	Ceadeus Fur	67	Break Part - Beard	Low Rank					
Ceadeus	Ceadeus Scale	17	Break Part - Beard	Low Rank					
Ceadeus	Luminous Organ	13	Break Part - Beard	Low Rank					
Ceadeus	Deep Dragongem	3	Break Part - Beard	Low Rank					
Ceadeus	Ceadeus Hide	52	Break Part - Back	Low Rank					
Ceadeus	Ceadeus Scale	48	Break Part - Back	Low Rank					
Ceadeus	Ceadeus Tail 	78	Break Part - Tail	Low Rank					
Ceadeus	Ceadeus Hide	22	Break Part - Tail	Low Rank					
Goldbeard Ceadeus	G.Ceadeus Shard 	45	Body Carve	G Rank					
Goldbeard Ceadeus	G.Ceadeus Coat	37	Body Carve	G Rank					
Goldbeard Ceadeus	Luminous Organ	10	Body Carve	G Rank					
Goldbeard Ceadeus	Deep Dragongem	5	Body Carve	G Rank					
Goldbeard Ceadeus	Dark Dragongem	3	Body Carve	G Rank					
Goldbeard Ceadeus	Crooked Hardhorn	53	Horn Carve	G Rank					
Goldbeard Ceadeus	G.Ceadeus Shard	30	Horn Carve	G Rank					
Goldbeard Ceadeus	G.Ceadeus Coat	17	Horn Carve	G Rank					
Goldbeard Ceadeus	G.Ceadeus Fur	67	Break Part - Beard	G Rank					
Goldbeard Ceadeus	G.Ceadeus Shard	17	Break Part - Beard	G Rank					
Goldbeard Ceadeus	Luminous Organ	13	Break Part - Beard	G Rank					
Goldbeard Ceadeus	Dark Dragongem	3	Break Part - Beard	G Rank					
Goldbeard Ceadeus	G.Ceadeus Coat	52	Break Part - Back	G Rank					
Goldbeard Ceadeus	G.Ceadeus Shard	48	Break Part - Back	G Rank					
Goldbeard Ceadeus	Ceadeus Tail 	78	Break Part - Tail	G Rank					
Goldbeard Ceadeus	G.Ceadeus Coat	22	Break Part - Tail	G Rank					
Deviljho	Deviljho Scale	39	Body Carve	High Rank					
Deviljho	Deviljho Hide	28	Body Carve	High Rank					
Deviljho	Deviljho Talon	20	Body Carve	High Rank					
Deviljho	Deviljho Fang	11	Body Carve	High Rank					
Deviljho	Deviljho Gem	2	Body Carve	High Rank					
Deviljho	Deviljho Shard	38	Body Carve	G Rank					
Deviljho	Deviljho Coat	27	Body Carve	G Rank					
Deviljho	Deviljho Ripper	19	Body Carve	G Rank					
Deviljho	Vile Fang	10	Body Carve	G Rank					
Deviljho	Deviljho Gem	4	Body Carve	G Rank					
Deviljho	Deviljho Crook	2	Body Carve	G Rank					
Deviljho	Deviljho Tail	65	Tail Carve	High Rank					
Deviljho	Deviljho Scale	32	Tail Carve	High Rank					
Deviljho	Deviljho Gem	3	Tail Carve	High Rank					
Deviljho	Deviljho Flail	65	Tail Carve	G Rank					
Deviljho	Deviljho Shard	28	Tail Carve	G Rank					
Deviljho	Deviljho Gem	5	Tail Carve	G Rank					
Deviljho	Deviljho Crook	2	Tail Carve	G Rank					
Deviljho	Lrg Wyvern Tear	35	Tear	High Rank					
Deviljho	Deviljho Talon	34	Tear	High Rank					
Deviljho	Wyvern Tear	30	Tear	High Rank					
Deviljho	Deviljho Gem	1	Tear	High Rank					
Deviljho	Lrg Wyvern Tear	40	Tear	G Rank					
Deviljho	Deviljho Ripper	32	Tear	G Rank					
Deviljho	Wyvern Tear	25	Tear	G Rank					
Deviljho	Deviljho Gem	2	Tear	G Rank					
Deviljho	Deviljho Crook	1	Tear	G Rank					
Deviljho	Deviljho Scale	40	Capture	High Rank					
Deviljho	Deviljho Hide	36	Capture	High Rank					
Deviljho	Deviljho Talon	20	Capture	High Rank					
Deviljho	Deviljho Gem	4	Capture	High Rank					
Deviljho	Deviljho Coat	30	Capture	G Rank					
Deviljho	Deviljho Ripper	28	Capture	G Rank					
Deviljho	Deviljho Shard	18	Capture	G Rank					
Deviljho	Deviljho Scalp	16	Capture	G Rank					
Deviljho	Deviljho Gem	5	Capture	G Rank					
Deviljho	Deviljho Crook	3	Capture	G Rank					
Deviljho	Deviljho Fang	65	Break Part - Head	High Rank					
Deviljho	Deviljho Scalp	35	Break Part - Head	High Rank					
Deviljho	Vile Fang	80	Break Part - Head	G Rank					
Deviljho	Deviljho Scalp	20	Break Part - Head	G Rank					
Deviljho	Deviljho Fang	26	Free Hunt	High Rank					
Deviljho	Deviljho Scalp	22	Free Hunt	High Rank					
Deviljho	Deviljho Talon	27	Free Hunt	High Rank					
Deviljho	Deviljho Hide	10	Free Hunt	High Rank					
Deviljho	Deviljho Scale	10	Free Hunt	High Rank					
Deviljho	Deviljho Gem	5	Free Hunt	High Rank					
Deviljho	Deviljho Ripper	27	Free Hunt	G Rank					
Deviljho	Vile Fang	26	Free Hunt	G Rank					
Deviljho	Deviljho Coat	14	Free Hunt	G Rank					
Deviljho	Deviljho Shard	14	Free Hunt	G Rank					
Deviljho	Deviljho Scalp	10	Free Hunt	G Rank					
Deviljho	Deviljho Gem	6	Free Hunt	G Rank					
Deviljho	Deviljho Crook	3	Free Hunt	G Rank					
Savage Deviljho	Deviljho Shard	33	Body Carve	G Rank					
Savage Deviljho	Deviljho Coat	22	Body Carve	G Rank					
Savage Deviljho	Deviljho Ripper	18	Body Carve	G Rank					
Savage Deviljho	Deviljho Fang	15	Body Carve	G Rank					
Savage Deviljho	Deviljho Gem	7	Body Carve	G Rank					
Savage Deviljho	Deviljho Crook	5	Body Carve	G Rank					
Savage Deviljho	Deviljho Flail	65	Tail Carve	G Rank					
Savage Deviljho	Deviljho Shard	26	Tail Carve	G Rank					
Savage Deviljho	Deviljho Gem	6	Tail Carve	G Rank					
Savage Deviljho	Deviljho Crook	3	Tail Carve	G Rank					
Savage Deviljho	Deviljho Flail	50	Tear	G Rank					
Savage Deviljho	Deviljho Shard	42	Tear	G Rank					
Savage Deviljho	Deviljho Gem	5	Tear	G Rank					
Savage Deviljho	Deviljho Crook	3	Tear	G Rank					
Savage Deviljho	Deviljho Coat	30	Capture	G Rank					
Savage Deviljho	Deviljho Ripper	24	Capture	G Rank					
Savage Deviljho	Black Blood	20	Capture	G Rank					
Savage Deviljho	Deviljho Shard	16	Capture	G Rank					
Savage Deviljho	Deviljho Gem	6	Capture	G Rank					
Savage Deviljho	Deviljho Crook	4	Capture	G Rank					
Savage Deviljho	Vile Fang	100	Break Part - Head	G Rank					
Savage Deviljho	Deviljho Ripper	20	Free Hunt	G Rank					
Savage Deviljho	Vile Fang	27	Free Hunt	G Rank					
Savage Deviljho	Deviljho Coat	15	Free Hunt	G Rank					
Savage Deviljho	Deviljho Shard	15	Free Hunt	G Rank					
Savage Deviljho	Black Blood	11	Free Hunt	G Rank					
Savage Deviljho	Deviljho Gem	7	Free Hunt	G Rank					
Savage Deviljho	Deviljho Crook	5	Free Hunt	G Rank					
Diablos	Diablos Shell	63	Body Carve	Low Rank					
Diablos	Diablos Fang	30	Body Carve	Low Rank					
Diablos	Diablos Ridge	7	Body Carve	Low Rank					
Diablos	Diablos Carapace	60	Body Carve	High Rank					
Diablos	Diablos Fang	25	Body Carve	High Rank					
Diablos	Diablos Shell	8	Body Carve	High Rank					
Diablos	Diablos Ridge+	7	Body Carve	High Rank					
Diablos	Diablos Cortex	75	Body Carve	G Rank					
Diablos	Diablos Carapace	10	Body Carve	G Rank					
Diablos	Diablos Chine	10	Body Carve	G Rank					
Diablos	Diablos Medulla	5	Body Carve	G Rank					
Diablos	Diablos Tailcase	55	Tail Carve	Low Rank					
Diablos	Diablos Shell	37	Tail Carve	Low Rank					
Diablos	Diablos Marrow	8	Tail Carve	Low Rank					
Diablos	Diablos Tailcase	50	Tail Carve	High Rank					
Diablos	Diablos Carapace	28	Tail Carve	High Rank					
Diablos	Diablos Marrow	12	Tail Carve	High Rank					
Diablos	Diablos Medulla	6	Tail Carve	High Rank					
Diablos	Wyvern Stone	4	Tail Carve	High Rank					
Diablos	Diablos Hardtail	58	Tail Carve	G Rank					
Diablos	Diablos Cortex	30	Tail Carve	G Rank					
Diablos	Diablos Medulla	8	Tail Carve	G Rank					
Diablos	Lrg Wyvern Stone	4	Tail Carve	G Rank					
Diablos	Wyvern Tear	75	Tear	Low Rank					
Diablos	Diablos Ridge	25	Tear	Low Rank					
Diablos	Wyvern Tear	38	Tear	High Rank					
Diablos	Lrg Wyvern Tear	37	Tear	High Rank					
Diablos	Diablos Ridge+	20	Tear	High Rank					
Diablos	Diablos Ridge	5	Tear	High Rank					
Diablos	Lrg Wyvern Tear	50	Tear	G Rank					
Diablos	Wyvern Tear	25	Tear	G Rank					
Diablos	Diablos Chine	20	Tear	G Rank					
Diablos	Diablos Ridge+	5	Tear	G Rank					
Diablos	Diablos Fang	32	Capture	Low Rank					
Diablos	Diablos Shell	30	Capture	Low Rank					
Diablos	Diablos Tailcase	15	Capture	Low Rank					
Diablos	Diablos Ridge	13	Capture	Low Rank					
Diablos	Diablos Marrow	10	Capture	Low Rank					
Diablos	Diablos Carapace	24	Capture	High Rank					
Diablos	Diablos Tailcase	20	Capture	High Rank					
Diablos	Diablos Fang	15	Capture	High Rank					
Diablos	Diablos Marrow	14	Capture	High Rank					
Diablos	Diablos Ridge+	10	Capture	High Rank					
Diablos	Diablos Medulla	8	Capture	High Rank					
Diablos	Diablos Ridge	5	Capture	High Rank					
Diablos	Wyvern Stone	4	Capture	High Rank					
Diablos	Diablos Cortex	34	Capture	G Rank					
Diablos	Diablos Hardtail	25	Capture	G Rank					
Diablos	Diablos Chine	22	Capture	G Rank					
Diablos	Diablos Medulla	11	Capture	G Rank					
Diablos	Diablos Ridge+	5	Capture	G Rank					
Diablos	Lrg Wyvern Stone	3	Capture	G Rank					
Diablos	Twisted Horn	92	Break Part - Horn	Low Rank					
Diablos	Majestic Horn	8	Break Part - Horn	Low Rank					
Diablos	Twisted Horn	60	Break Part - Horn	High Rank					
Diablos	Majestic Horn	40	Break Part - Horn	High Rank					
Diablos	Majestic Horn	55	Break Part - Horn	G Rank					
Diablos	Stout Horn	40	Break Part - Horn	G Rank					
Diablos	Diablos Hardhorn	5	Break Part - Horn	G Rank					
Diablos	Diablos Carapace	25	Free Hunt	High Rank					
Diablos	Diablos Ridge+	14	Free Hunt	High Rank					
Diablos	Diablos Marrow	14	Free Hunt	High Rank					
Diablos	Diablos Medulla	10	Free Hunt	High Rank					
Diablos	Diablos Fang	10	Free Hunt	High Rank					
Diablos	Diablos Tailcase	10	Free Hunt	High Rank					
Diablos	Majestic Horn	6	Free Hunt	High Rank					
Diablos	Wyvern Stone	6	Free Hunt	High Rank					
Diablos	Diablos Ridge	5	Free Hunt	High Rank					
Black Diablos	B.Diab Carapace	63	Body Carve	High Rank					
Black Diablos	Diablos Fang	30	Body Carve	High Rank					
Black Diablos	B.Diablos Ridge+	7	Body Carve	High Rank					
Black Diablos	B.Diablos Cortex	75	Body Carve	G Rank					
Black Diablos	B.Diab Carapace	10	Body Carve	G Rank					
Black Diablos	B.Diablos Chine	10	Body Carve	G Rank					
Black Diablos	Diablos Medulla	5	Body Carve	G Rank					
Black Diablos	Diablos Tailcase	50	Tail Carve	High Rank					
Black Diablos	B.Diab Carapace	28	Tail Carve	High Rank					
Black Diablos	Diablos Marrow	11	Tail Carve	High Rank					
Black Diablos	Diablos Medulla	6	Tail Carve	High Rank					
Black Diablos	Wyvern Stone	5	Tail Carve	High Rank					
Black Diablos	Diablos Hardtail	58	Tail Carve	G Rank					
Black Diablos	B.Diablos Cortex	29	Tail Carve	G Rank					
Black Diablos	Diablos Medulla	8	Tail Carve	G Rank					
Black Diablos	Lrg Wyvern Stone	5	Tail Carve	G Rank					
Black Diablos	Wyvern Tear	38	Tear	High Rank					
Black Diablos	Lrg Wyvern Tear	37	Tear	High Rank					
Black Diablos	B.Diablos Ridge+	25	Tear	High Rank					
Black Diablos	Lrg Wyvern Tear	50	Tear	G Rank					
Black Diablos	Wyvern Tear	25	Tear	G Rank					
Black Diablos	B.Diablos Chine	20	Tear	G Rank					
Black Diablos	B.Diablos Ridge+	5	Tear	G Rank					
Black Diablos	B.Diab Carapace	24	Capture	High Rank					
Black Diablos	Diablos Tailcase	20	Capture	High Rank					
Black Diablos	Diablos Fang	15	Capture	High Rank					
Black Diablos	Diablos Ridge+	15	Capture	High Rank					
Black Diablos	Diablos Marrow	14	Capture	High Rank					
Black Diablos	Diablos Medulla	8	Capture	High Rank					
Black Diablos	Wyvern Stone	4	Capture	High Rank					
Black Diablos	B.Diablos Cortex	33	Capture	G Rank					
Black Diablos	Diablos Hardtail	25	Capture	G Rank					
Black Diablos	B.Diablos Chine	22	Capture	G Rank					
Black Diablos	Diablos Medulla	11	Capture	G Rank					
Black Diablos	B.Diablos Ridge+	5	Capture	G Rank					
Black Diablos	Lrg Wyvern Stone	3	Capture	G Rank					
Black Diablos	Twisted Horn	75	Break Part - Horn	High Rank					
Black Diablos	Blackcurl Horn	25	Break Part - Horn	High Rank					
Black Diablos	Blackcurl Horn	55	Break Part - Horn	G Rank					
Black Diablos	Blackcurl Horn+	38	Break Part - Horn	G Rank					
Black Diablos	Diablos Hardhorn	7	Break Part - Horn	G Rank					
Black Diablos	B.Diab Carapace	27	Free Hunt	High Rank					
Black Diablos	Diablos Marrow	15	Free Hunt	High Rank					
Black Diablos	Diablos Ridge+	15	Free Hunt	High Rank					
Black Diablos	Diablos Medulla	11	Free Hunt	High Rank					
Black Diablos	Diablos Fang	10	Free Hunt	High Rank					
Black Diablos	Diablos Tailcase	10	Free Hunt	High Rank					
Black Diablos	Blackcurl Horn	6	Free Hunt	High Rank					
Black Diablos	Wyvern Stone	6	Free Hunt	High Rank					
Duramboros	Duramboros Shell	46	Body Carve	Low Rank					
Duramboros	Duram Mossplate	40	Body Carve	Low Rank					
Duramboros	Duramboros Hump	10	Body Carve	Low Rank					
Duramboros	Duram Tailbone	4	Body Carve	Low Rank					
Duramboros	Duram Carapace	42	Body Carve	High Rank					
Duramboros	Hard Mossplate	34	Body Carve	High Rank					
Duramboros	Duramboros Hump	10	Body Carve	High Rank					
Duramboros	Duramboros Shell	6	Body Carve	High Rank					
Duramboros	Duram Tailbone	5	Body Carve	High Rank					
Duramboros	Duram Sacrum	3	Body Carve	High Rank					
Duramboros	Duram Cortex	42	Body Carve	G Rank					
Duramboros	Heavy Mossplate	34	Body Carve	G Rank					
Duramboros	Marbled Hump	10	Body Carve	G Rank					
Duramboros	Duram Carapace	8	Body Carve	G Rank					
Duramboros	Duram Sacrum	4	Body Carve	G Rank					
Duramboros	Durambolite	2	Body Carve	G Rank					
Duramboros	Duramboros Tailcase	81	Tail Carve	Low Rank					
Duramboros	Duramboros Shell	16	Tail Carve	Low Rank					
Duramboros	Duram Tailbone	3	Tail Carve	Low Rank					
Duramboros	Duram Tailcase+	77	Tail Carve	High Rank					
Duramboros	Duram Carapace	10	Tail Carve	High Rank					
Duramboros	Duramboros Tailcase	6	Tail Carve	High Rank					
Duramboros	Duram Tailbone	5	Tail Carve	High Rank					
Duramboros	Duram Sacrum	2	Tail Carve	High Rank					
Duramboros	Duram Hardtail	77	Tail Carve	G Rank					
Duramboros	Duram Cortex	11	Tail Carve	G Rank					
Duramboros	Duram Tailcase+	7	Tail Carve	G Rank					
Duramboros	Duram Sacrum	4	Tail Carve	G Rank					
Duramboros	Durambolite	1	Tail Carve	G Rank					
Duramboros	Wyvern Tear	75	Tear	Low Rank					
Duramboros	Duram Mossplate	20	Tear	Low Rank					
Duramboros	Duramboros Hump	5	Tear	Low Rank					
Duramboros	Wyvern Tear	38	Tear	High Rank					
Duramboros	Lrg Wyvern Tear	37	Tear	High Rank					
Duramboros	Hard Mossplate	18	Tear	High Rank					
Duramboros	Duramboros Hump	7	Tear	High Rank					
Duramboros	Lrg Wyvern Tear	50	Tear	G Rank					
Duramboros	Wyvern Tear	25	Tear	G Rank					
Duramboros	Heavy Mossplate	20	Tear	G Rank					
Duramboros	Marbled Hump	5	Tear	G Rank					
Duramboros	Duramboros Tailcase	78	Mining - Tail	Low Rank					
Duramboros	Duramboros Shell	16	Mining - Tail	Low Rank					
Duramboros	Duram Tailbone	6	Mining - Tail	Low Rank					
Duramboros	Duram Tailcase+	74	Mining - Tail	High Rank					
Duramboros	Duram Carapace	10	Mining - Tail	High Rank					
Duramboros	Duram Tailbone	8	Mining - Tail	High Rank					
Duramboros	Duramboros Tailcase	5	Mining - Tail	High Rank					
Duramboros	Duram Sacrum	3	Mining - Tail	High Rank					
Duramboros	Duram Hardtail	75	Mining - Tail	G Rank					
Duramboros	Duram Cortex	10	Mining - Tail	G Rank					
Duramboros	Duram Tailcase+	8	Mining - Tail	G Rank					
Duramboros	Duram Sacrum	5	Mining - Tail	G Rank					
Duramboros	Durambolite	2	Mining - Tail	G Rank					
Duramboros	Duram Mossplate	40	Capture	Low Rank					
Duramboros	Duramboros Hump	24	Capture	Low Rank					
Duramboros	Duramboros Shell	20	Capture	Low Rank					
Duramboros	Duramboros Horn	10	Capture	Low Rank					
Duramboros	Duram Tailbone	6	Capture	Low Rank					
Duramboros	Hard Mossplate	38	Capture	High Rank					
Duramboros	Duram Carapace	18	Capture	High Rank					
Duramboros	Duramboros Horn+	13	Capture	High Rank					
Duramboros	Duramboros Hump	10	Capture	High Rank					
Duramboros	Duram Mossplate	10	Capture	High Rank					
Duramboros	Duram Tailbone	7	Capture	High Rank					
Duramboros	Duram Sacrum	4	Capture	High Rank					
Duramboros	Heavy Mossplate	38	Capture	G Rank					
Duramboros	Duram Cortex	18	Capture	G Rank					
Duramboros	Duram Hardhorn	14	Capture	G Rank					
Duramboros	Marbled Hump	10	Capture	G Rank					
Duramboros	Hard Mossplate	10	Capture	G Rank					
Duramboros	Duram Sacrum	7	Capture	G Rank					
Duramboros	Durambolite	3	Capture	G Rank					
Duramboros	Duramboros Horn	75	Break Part - Horn	Low Rank					
Duramboros	Duramboros Shell	25	Break Part - Horn	Low Rank					
Duramboros	Duramboros Horn+	70	Break Part - Horn	High Rank					
Duramboros	Duram Carapace	20	Break Part - Horn	High Rank					
Duramboros	Duramboros Horn	10	Break Part - Horn	High Rank					
Duramboros	Duram Hardhorn	70	Break Part - Horn	G Rank					
Duramboros	Duram Cortex	20	Break Part - Horn	G Rank					
Duramboros	Duramboros Horn+	10	Break Part - Horn	G Rank					
